optimizer,learning_rate,momentum,cpu,memory,time,epochs,predictions,dataset,loss,accuracy
ftrl,0.005645052808371821,0.1866520993266897,51.055,47.475,154.8445,10,435.00305175781244,15,0.06311582028865814,0.984375
nadam,0.004104207351073534,0.20115225183698238,50.5091,53.5955,168.1424,11,391.5027465820312,16,0.08692464977502823,0.9739583134651184
sgd,0.0043461150320115135,0.2858631845185118,53.2458,49.8292,134.7352,12,87.0006103515625,16,0.07664204388856888,0.9791666865348816
rmsprop,0.008139935666906425,0.5822857159704392,55.3208,53.8708,155.2153,12,304.50213623046875,14,0.1682380884885788,0.96875
adadelta,0.005120247922662693,0.9446313025949479,53.293,47.095,671.8719,50,435.00305175781244,16,0.34591546654701233,0.8489583134651184
adagrad,0.005716964274406944,0.35878535650656285,53.8875,51.825,163.2737,12,217.50152587890622,15,0.08532058447599411,0.96875
adam,0.006726203450854578,0.062425540666909196,54.5625,40.4,104.4492,8,130.50091552734375,16,0.07397457212209702,0.953125
adamax,0.0005285224889108667,0.9248516585286775,50.9964,40.6393,197.0101,14,261.0018310546875,16,0.11034446209669113,0.9739583134651184
ftrl,0.004583167339465913,0.5971077516696888,53.4375,53.5438,114.0269,8,435.00305175781244,16,0.12045212835073471,0.9739583134651184
nadam,0.0032677237463602828,0.7193834662028424,56.8667,47.3111,109.6778,9,217.50152587890622,16,0.0866527333855629,0.96875
sgd,0.004376805910693242,0.5668452700914866,51.8125,32.6375,109.75,8,174.001220703125,16,0.06401186436414719,0.984375
rmsprop,0.006645957756102289,0.8454265724525981,54.2545,41.7091,157.4058,11,304.50213623046875,16,0.49448028206825256,0.96875
adadelta,0.006781536378463691,0.3450142278189047,52.8448,53.0328,369.7081,29,174.001220703125,14,0.30671846866607666,0.8802083134651184
adagrad,0.002925818207281759,0.6259150763934636,51.8077,56.0962,179.1158,13,348.00244140625,15,0.08200392872095108,0.96875
adam,0.0017693600083732476,0.6724384797849425,53.35,58.025,72.6121,6,43.50030517578125,16,0.03622007742524147,0.9895833134651184
adamax,0.004029451507251658,0.20172984703322383,52.47,54.455,143.3485,10,304.50213623046875,16,0.04796402528882027,0.9947916865348816
ftrl,0.0023863206468796604,0.27114559160997864,52.875,42.1938,106.8377,8,43.50030517578125,16,0.10782387852668762,0.9791666865348816
nadam,0.001501860125184498,0.1949396046089258,39.3333,45.8833,88.8202,6,435.00305175781244,15,0.0950431302189827,0.9583333134651184
sgd,0.008000700225392047,0.8469849203037989,56.1125,46.3875,103.3286,8,174.001220703125,15,0.09202953428030014,0.9791666865348816
rmsprop,0.002823307962658413,0.5079311790677029,57.7,41.68,63.1134,5,87.0006103515625,16,0.13568663597106934,0.9739583134651184
adadelta,0.009759070063794171,0.5154837754784836,53.2536,48.4679,341.354,28,43.50030517578125,15,0.21288883686065674,0.9166666865348816
adagrad,0.00914379643606633,0.837904154587203,53.6944,40.5222,129.7162,9,435.00305175781244,15,0.06973762065172195,0.9791666865348816
adam,0.006640734738882213,0.48725100393945076,57.775,42.9167,161.4135,12,174.001220703125,15,0.010229065082967281,0.9947916865348816
adamax,0.005429902024558455,0.8985626727129112,50.0222,53.75,115.2038,9,217.50152587890622,16,0.057192206382751465,0.9791666865348816
ftrl,0.0013579876857404958,0.1225206039748582,46.5182,52.1273,143.013,11,348.00244140625,16,0.16416676342487335,0.9479166865348816
nadam,0.0023036942846048347,0.617673923922126,51.05,49.7,66.6072,5,43.50030517578125,16,0.04972236230969429,0.9791666865348816
sgd,0.00992552687315001,0.6218977518628558,45.6045,51.9273,163.9912,11,304.50213623046875,16,0.03565311059355736,0.984375
rmsprop,0.006806701247319646,0.46092383439273754,49.35,53.1083,164.2935,12,391.5027465820312,16,0.21894703805446625,0.96875
adadelta,0.004409674411549252,0.2017058310922759,51.3545,57.1167,434.4753,33,391.5027465820312,11,0.5940586924552917,0.6666666865348816
adagrad,0.0009412622481836562,0.6537769202883896,48.9967,43.5233,200.4973,15,304.50213623046875,15,0.17066602408885956,0.9375
adam,0.007668429519548074,0.1572813983475898,47.4222,56.1778,127.7578,9,348.00244140625,16,0.04402467980980873,0.984375
adamax,0.0071505432831851625,0.01329561175986993,55.1083,51.1167,78.3883,6,87.0006103515625,16,0.07063385844230652,0.96875
ftrl,0.009708902577091633,0.5100262529239741,48.3083,48.2708,170.8486,12,261.0018310546875,16,0.07060366123914719,0.96875
nadam,0.00898932874647704,0.05415860763293079,54.825,56.4083,78.0516,6,261.0018310546875,16,0.14252443611621857,0.9583333134651184
sgd,0.007474577457784065,0.3051028321526641,55.89,53.39,140.6729,10,174.001220703125,16,0.06557295471429825,0.984375
rmsprop,0.006232186232227607,0.9672438368298273,50.07,46.695,133.7532,10,217.50152587890622,15,0.18615727126598358,0.9947916865348816
adadelta,0.0031404922034801736,0.43455156634333425,51.6551,54.591,474.4534,39,130.50091552734375,15,0.29625773429870605,0.8802083134651184
adagrad,0.0007118249460674078,0.6031110187124176,50.0088,51.5706,232.7289,17,217.50152587890622,16,0.23948965966701508,0.90625
adam,0.0014385814259620365,0.5042705336515709,55.6,42.25,100.7754,7,43.50030517578125,16,0.058483947068452835,0.9791666865348816
adamax,0.009483017917840524,0.7408617308593303,58.3357,42.6857,98.9753,7,87.0006103515625,14,0.0514996238052845,0.9791666865348816
ftrl,0.001062498962360232,0.019614433631100825,51.55,47.6786,260.2385,21,87.0006103515625,15,0.1543198674917221,0.9479166865348816
nadam,0.0013207559056086146,0.5863710677689769,56.1,40.04,134.0764,10,391.5027465820312,16,0.05646847188472748,0.9895833134651184
sgd,0.006983165660340347,0.5428878366347643,55.5542,54.1708,143.8732,12,87.0006103515625,16,0.04043380543589592,0.984375
rmsprop,0.008225151755454628,0.2702765708196294,53.2909,40.9727,130.7377,11,87.0006103515625,15,0.09851228445768356,0.984375
adadelta,0.0018797800513801726,0.3072662507649797,47.0346,46.9308,169.074,13,87.0006103515625,6,0.6639790534973145,0.6197916865348816
adagrad,0.009256820442854983,0.3133599425029522,49.95,58.025,82.9451,6,217.50152587890622,16,0.1397048979997635,0.9583333134651184
adam,0.009060735942129845,0.6143125724545625,53.3,62.5917,71.7713,6,174.001220703125,16,0.034739900380373,0.9791666865348816
adamax,0.008622910326478623,0.6649915555831323,54.45,56.5188,100.5704,8,174.001220703125,15,0.05873027816414833,0.9739583134651184
ftrl,0.002563935808817286,0.4278705166777341,47.065,42.715,152.425,10,348.00244140625,16,0.11651748418807983,0.953125
nadam,0.00322134465329442,0.3872191140461816,53.7857,57.1286,91.743,7,43.50030517578125,16,0.0529920719563961,0.9635416865348816
sgd,0.0035218796192109437,0.44499687389550335,50.0385,38.3769,162.651,13,43.50030517578125,16,0.04388638958334923,0.984375
rmsprop,0.009139900643183466,0.2650283436446452,53.8143,37.6143,85.0796,7,87.0006103515625,16,0.0009011409129016101,1.0
adadelta,0.0061077592623831846,0.2921131287835572,51.2375,46.4958,311.0295,24,174.001220703125,12,0.3966762125492096,0.7760416865348816
adagrad,0.005672551842843901,0.26107019380254926,53.0269,51.6077,166.4176,13,261.0018310546875,16,0.08361067622900009,0.9739583134651184
adam,0.009516495653223865,0.5548458964919155,43.11,58.19,133.302,10,174.001220703125,16,0.025021933019161224,0.9895833134651184
adamax,0.0066156336180515545,0.3577617384660938,51.355,48.115,135.9444,10,261.0018310546875,16,0.051694925874471664,0.9947916865348816
ftrl,0.00916639770632895,0.6700902324528032,57.3389,51.5889,115.7632,9,43.50030517578125,15,0.044220928102731705,0.9947916865348816
nadam,0.00954142628251078,0.4812246990866371,55.8308,50.8231,185.0701,13,217.50152587890622,15,0.1640101671218872,0.9635416865348816
sgd,0.002530754804688197,0.21099986428748718,51.7577,55.0615,156.6316,13,174.001220703125,15,0.09315671771764755,0.96875
rmsprop,0.007858386361156084,0.12391330593882299,50.0929,48.1429,164.0841,14,87.0006103515625,15,0.06628386676311493,0.984375
adadelta,0.008113347463122167,0.28171895438142136,52.4633,46.0117,393.625,30,174.001220703125,14,0.3647310435771942,0.78125
adagrad,0.002958164177678669,0.7639819232393057,46.9429,57.7893,198.0926,14,435.00305175781244,15,0.13091592490673065,0.9375
adam,0.004356356184510996,0.4328013757973187,48.7722,53.1722,108.743,9,130.50091552734375,16,0.07995349168777466,0.96875
adamax,0.0019952815743679406,0.4415656306888981,54.2042,51.0292,163.2066,12,391.5027465820312,14,0.03436049446463585,0.9895833134651184
ftrl,0.0019802306205752404,0.09164518483633433,50.6344,54.95,208.6649,16,304.50213623046875,16,0.11968282610177994,0.9739583134651184
nadam,0.006796858522354064,0.3897526320458392,54.55,55.4607,181.4808,14,348.00244140625,16,0.07079669088125229,0.96875
sgd,0.0016597497170339072,0.8510057576940611,52.6167,45.9,86.5547,6,348.00244140625,16,0.11126568913459778,0.984375
rmsprop,0.001067743449391292,0.7994983117669984,54.8643,41.5857,104.9181,7,217.50152587890622,15,0.1157383918762207,0.96875
adadelta,0.004469771707077551,0.19728892826356625,51.366,49.986,349.5157,25,435.00305175781244,15,0.555279552936554,0.7239583134651184
adagrad,0.008753430634424096,0.11997503629791595,50.45,43.8062,106.5139,8,435.00305175781244,16,0.09569338709115982,0.9635416865348816
adam,0.008774589042764895,0.06876350101898965,51.525,37.5438,123.3633,8,435.00305175781244,15,0.024826375767588615,1.0
adamax,0.0006793726419496986,0.864765767197751,50.8682,54.3909,149.6871,11,261.0018310546875,16,0.10715580731630325,0.9583333134651184
ftrl,0.00867464603996495,0.804808208748389,49.9,39.35,90.0405,6,261.0018310546875,16,0.08832340687513351,0.9791666865348816
nadam,0.008698264992518535,0.5538793837990901,54.8,53.7773,135.1137,11,174.001220703125,16,0.0730263963341713,0.9895833134651184
sgd,0.006345007712598623,0.0018633533293694882,53.9375,46.8438,130.5037,8,304.50213623046875,14,0.07576122134923935,0.9739583134651184
rmsprop,0.0005784562136498817,0.7831862298312533,56.95,48.8214,115.8769,7,435.00305175781244,16,0.07885879278182983,0.9739583134651184
adadelta,0.009191670072161923,0.7447309945957766,52.2774,53.8306,379.3505,31,87.0006103515625,15,0.19280380010604858,0.9427083134651184
adagrad,0.0075665058032688675,0.7113475856673499,53.4409,56.6909,158.0196,11,391.5027465820312,16,0.09916869550943375,0.9635416865348816
adam,0.0060668393507779025,0.7705756165005159,54.5438,49.35,109.1616,8,130.50091552734375,16,0.04624979570508003,0.984375
adamax,0.004121258445695686,0.7660757351649616,49.78,49.965,125.0664,10,87.0006103515625,16,0.06682497262954712,0.9739583134651184
ftrl,0.0022926364600655293,0.02583249901492135,58.6312,61.6375,113.1926,8,304.50213623046875,16,0.1825639009475708,0.9427083134651184
nadam,0.004187956662108986,0.7626768150577063,55.7938,47.8875,133.4559,8,435.00305175781244,16,0.04651489481329918,0.984375
sgd,0.0076631095782047675,0.7000511065860795,53.0667,54.75,110.375,9,43.50030517578125,16,0.051940638571977615,0.984375
rmsprop,0.007776092338804395,0.39473075735876717,54.0429,40.1393,202.4145,14,348.00244140625,15,0.026316389441490173,0.9947916865348816
adadelta,0.009716925843602259,0.5719776597182942,49.4861,46.675,441.5422,36,43.50030517578125,16,0.12675221264362335,0.9583333134651184
adagrad,0.003216584481569346,0.06575842421079381,50.2773,57.2273,132.501,11,130.50091552734375,16,0.08571480959653854,0.9635416865348816
adam,0.0033991289080839036,0.762992759879744,53.8208,41.6875,174.6442,12,391.5027465820312,15,0.09554100781679153,0.9739583134651184
adamax,0.0025060272180954194,0.429089175027647,54.325,54.1312,103.977,8,261.0018310546875,14,0.0937884971499443,0.9791666865348816
ftrl,0.003968677508979202,0.8710971088359072,53.0375,47.45,103.365,8,43.50030517578125,16,0.08524901419878006,0.984375
nadam,0.0051028843660158715,0.129393437965437,53.5429,41.7714,91.3542,7,174.001220703125,16,0.03420396149158478,0.984375
sgd,0.0031705968336308565,0.005820050182372194,50.0929,49.5179,190.2365,14,304.50213623046875,15,0.10747484117746353,0.953125
rmsprop,0.004117829649531706,0.3294964335673163,58.6889,47.7167,123.1284,9,348.00244140625,16,0.0375937819480896,0.9895833134651184
adadelta,0.001689128026629192,0.08366221537809515,55.6577,38.9269,198.6542,13,348.00244140625,5,0.8588107228279114,0.4375
adagrad,0.001169214735283038,0.7316402507007197,53.1636,54.2682,145.2663,11,174.001220703125,14,0.18612082302570343,0.9322916865348816
adam,0.006859263436763566,0.45934372034444937,48.96,51.09,132.7054,10,217.50152587890622,16,0.1105048730969429,0.96875
adamax,0.0011141542186259216,0.6572775228476052,53.6136,45.3909,154.0257,11,217.50152587890622,16,0.09419097751379013,0.953125
ftrl,0.0006546023599615057,0.7560725518616036,52.65,47.1154,192.2312,13,435.00305175781244,16,0.19953115284442902,0.9375
nadam,0.007585032488230121,0.9772078919988038,54.3312,53.7562,100.6223,8,174.001220703125,16,0.10443144291639328,0.96875
sgd,0.0006757216525964011,0.2259506454699437,51.4792,48.5646,319.1913,24,435.00305175781244,16,0.12690861523151398,0.9635416865348816
rmsprop,0.0002697853614110641,0.9897016817792501,50.6571,52.1643,93.2006,7,174.001220703125,16,0.06737472862005234,0.984375
adadelta,0.00728888614494357,0.7228899463204994,51.867,49.7532,597.6543,47,130.50091552734375,15,0.22453230619430542,0.8958333134651184
adagrad,0.005852158777254556,0.3982668947424124,51.6562,52.5156,218.4347,16,261.0018310546875,16,0.05499519035220146,0.9895833134651184
adam,0.009157774793234996,0.033051905578707075,56.95,51.85,112.4682,9,217.50152587890622,15,0.07016611844301224,0.9739583134651184
adamax,0.0008098392303405413,0.9250652526207198,47.3,53.425,222.6184,16,348.00244140625,16,0.11018636077642441,0.96875
ftrl,0.004132056368693197,0.978288217504288,53.575,44.755,142.8985,10,391.5027465820312,15,0.11198683828115463,0.9791666865348816
nadam,0.009160749532052951,0.9637508753286039,57.6583,52.9333,86.6796,6,391.5027465820312,16,0.06268488615751266,0.9895833134651184
sgd,0.0022243302476570126,0.10753836120929927,51.5,56.0,171.2747,14,43.50030517578125,16,0.04363660514354706,0.9947916865348816
rmsprop,0.009690162433580882,0.23364899378792325,51.0333,44.1233,230.9815,15,435.00305175781244,15,0.02037043496966362,0.9947916865348816
adadelta,0.008089135861808735,0.81780679602334,52.9833,50.1083,476.4614,36,391.5027465820312,15,0.27844908833503723,0.8802083134651184
adagrad,0.00325044929961503,0.1560388701744907,48.5333,52.0333,142.9482,9,435.00305175781244,15,0.12877748906612396,0.953125
adam,0.009928762471008525,0.9214146839004216,42.9583,56.825,73.2768,6,130.50091552734375,16,0.14403904974460602,0.9583333134651184
adamax,0.0009453135776553016,0.9356634571935207,52.6333,43.4542,176.527,12,348.00244140625,15,0.09448691457509995,0.9635416865348816
ftrl,0.0011885339710913144,0.6273589743498618,51.8094,53.775,226.7259,16,435.00305175781244,15,0.1703200787305832,0.9635416865348816
nadam,0.00986267754429251,0.007886483502892228,51.0357,56.0,107.0516,7,391.5027465820312,16,0.07363326102495193,0.9739583134651184
sgd,0.004226855869259123,0.8786896726154434,53.525,42.325,97.4488,6,391.5027465820312,15,0.08195345103740692,0.9791666865348816
rmsprop,0.007353633004771681,0.45285998491521595,47.265,56.75,118.6214,10,87.0006103515625,15,0.10093512386083603,0.9739583134651184
adadelta,0.004922297965875961,0.8175122272552247,54.3854,47.589,568.8244,41,435.00305175781244,13,0.4122864305973053,0.828125
adagrad,0.009768946802717724,0.3815147826100648,54.8444,50.8333,134.961,9,304.50213623046875,16,0.05156807601451874,0.9895833134651184
adam,0.009422791724136178,0.5825959722706121,55.8208,45.0958,157.4735,12,174.001220703125,16,0.06425738334655762,0.984375
adamax,0.007690357074812358,0.17903011079271747,50.4357,46.1214,103.0601,7,217.50152587890622,15,0.0697048008441925,0.9583333134651184
ftrl,0.007122684652878635,0.7998830480171351,51.4864,42.0773,173.7617,11,304.50213623046875,16,0.0909782275557518,0.9635416865348816
nadam,0.004788128161634923,0.1996818343738498,51.795,47.315,137.1475,10,348.00244140625,16,0.09014942497015,0.9635416865348816
sgd,0.008352145443348247,0.2862217974804915,54.225,48.7875,85.8748,8,130.50091552734375,16,0.09318840503692627,0.9635416865348816
rmsprop,0.008489063010594978,0.5682593391922357,45.5417,54.4958,160.2266,12,174.001220703125,16,0.0217431727796793,0.9895833134651184
adadelta,0.0019945536288026185,0.7318492625149617,49.462,46.544,304.0457,25,87.0006103515625,11,0.5460655689239502,0.703125
adagrad,0.003551979704334017,0.646031358647547,50.6278,53.6944,127.9544,9,261.0018310546875,15,0.09684830904006958,0.9739583134651184
adam,0.006724879374769008,0.44475075711449885,56.355,42.3,144.1232,10,391.5027465820312,16,0.043495748192071915,0.9895833134651184
adamax,0.00988895083095423,0.14021515064332601,55.475,58.4667,92.8063,6,348.00244140625,15,0.06310867518186569,0.96875
ftrl,0.003718011185922028,0.9259288488779491,49.9357,25.4071,113.9425,7,435.00305175781244,16,0.1330161839723587,0.9739583134651184
nadam,0.00725065402287128,0.08860394160458307,57.4714,42.15,91.2606,7,261.0018310546875,16,0.07197766751050949,0.984375
sgd,0.0011428970935781918,0.6775107498963406,49.645,43.945,154.9843,10,217.50152587890622,16,0.0945948138833046,0.9739583134651184
rmsprop,0.0039660651492436465,0.778673241663912,54.6667,43.4,110.3927,9,130.50091552734375,16,0.08868373185396194,0.9895833134651184
adadelta,0.009420221309777738,0.611367586125438,51.0268,54.4256,499.5978,41,391.5027465820312,16,0.17000184953212738,0.9270833134651184
adagrad,0.0023282992792177082,0.26124694036061924,52.9656,46.6531,222.8036,16,304.50213623046875,16,0.09670013189315796,0.9635416865348816
adam,0.0008586631917739124,0.9524559068726106,52.8778,51.5056,121.8331,9,174.001220703125,16,0.08869541436433792,0.9791666865348816
adamax,0.006569786465375547,0.8034545819884114,50.3583,53.9667,81.8139,6,87.0006103515625,16,0.08283517509698868,0.9791666865348816
ftrl,0.005663961431167679,0.0999147867718968,41.9308,50.8846,161.784,13,87.0006103515625,16,0.04735197499394417,0.9739583134651184
nadam,0.0018298781735110656,0.18124980258914247,54.9318,45.1455,164.9663,11,261.0018310546875,16,0.043378546833992004,0.9895833134651184
sgd,0.008629345546948481,0.9903621281293158,53.9875,40.3688,110.7702,8,304.50213623046875,16,0.3147530257701874,0.9739583134651184
rmsprop,0.003465861928360273,0.5250568530546306,55.075,35.2333,76.7057,6,217.50152587890622,16,0.04608389362692833,0.984375
adadelta,0.004658787468625233,0.73814290305059,50.525,41.7088,472.2157,34,348.00244140625,14,0.30084875226020813,0.8697916865348816
adagrad,0.0029916112949508193,0.7252692226518526,51.49,52.068,343.4533,25,304.50213623046875,15,0.08913668990135193,0.9791666865348816
adam,0.009649584190539393,0.5879388158183576,54.4,47.215,121.0987,10,43.50030517578125,16,0.044507864862680435,0.9895833134651184
adamax,0.00738715127873791,0.11902565763161954,54.4364,55.8136,138.9716,11,130.50091552734375,16,0.018139978870749474,1.0
ftrl,0.007848932095370471,0.47230300756333865,56.565,52.235,157.5315,10,348.00244140625,15,0.08319396525621414,0.984375
nadam,0.005330982701536724,0.5760268113488679,43.9,48.6417,83.3606,6,435.00305175781244,16,0.037785980850458145,0.9947916865348816
sgd,0.0007397938620858717,0.49172211092851437,56.1292,54.4042,312.3858,24,435.00305175781244,15,0.08489248156547546,0.9739583134651184
rmsprop,0.008843232440962617,0.21224296159800515,50.0867,50.45,215.0454,15,435.00305175781244,16,0.058446258306503296,0.9791666865348816
adadelta,0.005369967342903641,0.07291243765737987,55.7,50.5538,350.6199,26,304.50213623046875,15,0.35872185230255127,0.8385416865348816
adagrad,0.00893307210432953,0.8019471832261964,56.4417,45.6,73.2833,6,43.50030517578125,16,0.06563209742307663,0.9895833134651184
adam,0.008887834504919766,0.18384465199175726,46.56,48.03,194.6142,15,217.50152587890622,16,0.040855418890714645,0.9947916865348816
adamax,0.008953059816850167,0.1302724685115526,51.555,44.59,146.9559,10,304.50213623046875,16,0.07241519540548325,0.9791666865348816
ftrl,0.0023067073444479596,0.42881043906098093,46.8125,49.3187,197.8339,16,130.50091552734375,16,0.04584752023220062,0.9947916865348816
nadam,0.00389252724672875,0.7064627889916115,54.8688,52.3125,123.0883,8,217.50152587890622,16,0.09626469761133194,0.9583333134651184
sgd,0.007821778918982341,0.05963794071326234,51.6844,53.1312,188.7932,16,43.50030517578125,15,0.03404000401496887,0.9947916865348816
rmsprop,0.0028445773537264488,0.8429103661310415,51.525,60.17,131.5776,10,261.0018310546875,16,0.04522959515452385,0.9947916865348816
adadelta,0.00015902638109511157,0.3772409548213188,50.9143,41.3071,96.4068,7,130.50091552734375,7,0.7664064764976501,0.5364583134651184
adagrad,0.002366102438724838,0.49533982734910775,54.4,51.275,137.6154,10,174.001220703125,15,0.17349863052368164,0.9270833134651184
adam,0.0052813837440948384,0.9046000554370223,57.7083,52.5833,84.987,6,304.50213623046875,16,0.07007148116827011,0.96875
adamax,0.0009612531691949457,0.7971659806044606,54.6846,39.3385,170.4211,13,87.0006103515625,16,0.10086164623498917,0.9635416865348816
ftrl,0.007619808434360925,0.7870291672991604,52.1591,40.9182,148.7001,11,43.50030517578125,16,0.051316797733306885,0.9895833134651184
nadam,0.0011034595639589301,0.5599231449074831,53.1643,43.7071,113.8758,7,391.5027465820312,15,0.15790854394435883,0.9375
sgd,0.006675467615545959,0.47761634706862954,51.425,43.9438,211.145,16,304.50213623046875,15,0.08490538597106934,0.9791666865348816
rmsprop,0.008886013968734355,0.4340622973494864,51.9273,47.05,139.8019,11,174.001220703125,15,0.11614063382148743,0.9895833134651184
adadelta,0.00585837979629866,0.08780132049088374,49.265,43.4833,421.567,30,261.0018310546875,15,0.3396768569946289,0.84375
